polarity,file,lipidex_dot,ours_dot,name
Pos,NIST_Pos_03,927,927,LysoPC 16:0
Pos,NIST_Pos_03,579,579,LysoPC 18:0
Pos,NIST_Pos_03,896,896,LysoPC 16:0
Pos,NIST_Pos_03,609,609,SM d19:0_15:1
Pos,NIST_Pos_03,927,927,LysoPC 16:0
Pos,NIST_Pos_03,625,625,PC 10:0_26:1
Pos,NIST_Pos_03,822,822,SM d19:0_15:1
Pos,NIST_Pos_03,919,919,LysoPC 16:0
Pos,NIST_Pos_03,901,901,LysoPC 18:0
Pos,NIST_Pos_03,736,736,SM d19:0_15:1
Pos,NIST_Pos_03,938,938,LysoPC 16:0
Pos,NIST_Pos_03,737,737,LysoPC 16:0
Pos,NIST_Pos_03,879,879,LysoPC 18:0
Pos,NIST_Pos_03,527,527,LysoPC 18:0
Pos,NIST_Pos_03,897,897,LysoPC 16:0
Pos,NIST_Pos_03,877,877,LysoPC 16:0
Pos,NIST_Pos_03,791,791,LysoPC 16:0
Pos,NIST_Pos_03,857,857,LysoPC 16:0
Pos,NIST_Pos_03,622,622,PC 10:0_26:2
Pos,NIST_Pos_03,797,797,LysoPC 16:0
Pos,NIST_Pos_03,522,522,LysoPC 16:0
Pos,NIST_Pos_03,589,589,LysoPC 18:0
Pos,NIST_Pos_03,676,676,PC 10:0_26:2
Pos,NIST_Pos_03,852,852,LysoPC 16:0
Pos,NIST_Pos_03,817,817,LysoPC 16:0
Pos,NIST_Pos_03,602,602,LysoPC 16:0
Pos,NIST_Pos_03,765,765,PC 10:0_26:2
Pos,NIST_Pos_03,550,550,LysoPC 18:0
Pos,NIST_Pos_03,771,771,LysoPC 16:0
Pos,NIST_Pos_03,710,710,LysoPC 16:0
Pos,NIST_Pos_03,695,695,LysoPC 16:0
Pos,NIST_Pos_03,598,598,LysoPC 18:0
Pos,NIST_Pos_03,833,833,LysoPC 16:0
Pos,NIST_Pos_03,554,554,LysoPC 18:0
Pos,NIST_Pos_03,510,510,LysoPC 16:0
Pos,NIST_Pos_03,790,790,LysoPC 16:0
Pos,NIST_Pos_03,680,680,PC 10:0_26:2
Pos,NIST_Pos_03,588,588,LysoPC 18:0
Pos,NIST_Pos_03,844,844,LysoPC 16:0
Pos,NIST_Pos_03,696,696,LysoPC 16:0
Pos,NIST_Pos_03,710,710,LysoPC 16:0
Pos,NIST_Pos_03,841,841,LysoPC 16:0
Pos,NIST_Pos_03,813,813,LysoPC 16:0
Pos,NIST_Pos_03,574,574,SP d16:0
Pos,NIST_Pos_03,805,805,LysoPC 20:5
Pos,NIST_Pos_03,885,885,LysoPC 20:5
Pos,NIST_Pos_03,951,951,LysoPC 18:3
Pos,NIST_Pos_03,591,591,LysoPC 18:2
Pos,NIST_Pos_03,930,930,LysoPC 18:3
Pos,NIST_Pos_03,941,941,LysoPC 18:2
Pos,NIST_Pos_03,984,984,LysoPE 22:6
Pos,NIST_Pos_03,927,927,LysoPC 16:0
Pos,NIST_Pos_03,901,901,LysoPC 20:3
Pos,NIST_Pos_03,950,950,LysoPC 18:2
Pos,NIST_Pos_03,945,945,LysoPC 17:1
Pos,NIST_Pos_03,944,944,LysoPC 16:0
Pos,NIST_Pos_03,623,623,LysoPE 22:5
Pos,NIST_Pos_03,1000,1000,LysoPE 16:0
Pos,NIST_Pos_03,795,795,LysoPE 20:3
Pos,NIST_Pos_03,997,997,LysoPE 16:0
Pos,NIST_Pos_03,953,953,LysoPC 20:3
Pos,NIST_Pos_03,997,997,LysoPE 18:1
Pos,NIST_Pos_03,948,948,LysoPC 22:4
Pos,NIST_Pos_03,949,949,LysoPC 16:0
Pos,NIST_Pos_03,761,761,PC 10:0_14:0
Pos,NIST_Pos_03,945,945,LysoPC 16:0
Pos,NIST_Pos_03,948,948,LysoPC 18:1
Pos,NIST_Pos_03,681,681,LysoPE 18:0
Pos,NIST_Pos_03,985,985,LysoPE 18:0
Pos,NIST_Pos_03,934,934,LysoPC 16:0
Pos,NIST_Pos_03,983,983,PC
Pos,NIST_Pos_03,829,829,LysoPC 20:0
Pos,NIST_Pos_03,941,941,LysoPC 18:0
Pos,NIST_Pos_03,944,944,LysoPC 16:0
Pos,NIST_Pos_03,935,935,PC
Pos,NIST_Pos_03,945,945,LysoPC 18:0
Pos,NIST_Pos_03,942,942,LysoPC 16:0
Pos,NIST_Pos_03,874,874,PC
Pos,NIST_Pos_03,940,940,LysoPC 20:0
Pos,NIST_Pos_03,806,806,PC
Pos,NIST_Pos_03,875,875,PC
Pos,NIST_Pos_03,937,937,LysoPC 18:0
Pos,NIST_Pos_03,638,638,PC
Pos,NIST_Pos_03,739,739,PC
Pos,NIST_Pos_03,775,775,PC
Pos,NIST_Pos_03,941,941,LysoPC 16:0
Pos,NIST_Pos_03,997,997,PC 14:1_22:4
Pos,NIST_Pos_03,796,796,PC
Pos,NIST_Pos_03,814,814,PC
Pos,NIST_Pos_03,659,659,PC
Pos,NIST_Pos_03,983,983,Plasmenyl-PC P-18:1_20:5
Pos,NIST_Pos_03,938,938,LysoPC 16:0
Pos,NIST_Pos_03,993,993,PC
Pos,NIST_Pos_03,824,824,PC
Pos,NIST_Pos_03,994,994,PC 16:1_22:6
Pos,NIST_Pos_03,557,557,PC
Pos,NIST_Pos_03,731,731,PC
Pos,NIST_Pos_03,997,997,PC 14:1_22:4
Pos,NIST_Pos_03,568,568,PC
Pos,NIST_Pos_03,683,683,PC
Pos,NIST_Pos_03,944,944,PC 14:1_24:4
Pos,NIST_Pos_03,918,918,LysoPC 16:0
Pos,NIST_Pos_03,703,703,PC
Pos,NIST_Pos_03,986,986,Plasmenyl-PC P-18:1_20:5
Pos,NIST_Pos_03,685,685,LysoPC 24:1
Pos,NIST_Pos_03,928,928,PC
Pos,NIST_Pos_03,958,958,PC
Pos,NIST_Pos_03,981,981,PC 16:1_22:5
Pos,NIST_Pos_03,1000,1000,SM d18:1_14:1
Pos,NIST_Pos_03,715,715,PC
Pos,NIST_Pos_03,808,808,PC
Pos,NIST_Pos_03,916,916,Plasmenyl-PE P-16:0_20:5
Pos,NIST_Pos_03,836,836,PC 10:0_24:1
Pos,NIST_Pos_03,825,825,PC
Pos,NIST_Pos_03,937,937,LysoPC 16:0
Pos,NIST_Pos_03,983,983,PI 14:0_24:4
Pos,NIST_Pos_03,982,982,PC 14:1_20:2
Pos,NIST_Pos_03,975,975,Plasmenyl-PC P-18:0_22:6
Pos,NIST_Pos_03,818,818,PC 10:0_26:2
Pos,NIST_Pos_03,877,877,PC
Pos,NIST_Pos_03,934,934,PC
Pos,NIST_Pos_03,843,843,PC 10:0_26:2
Pos,NIST_Pos_03,709,709,PC 16:1_22:6
Pos,NIST_Pos_03,608,608,Plasmenyl-PE P-16:0_20:5
Pos,NIST_Pos_03,569,569,PC
Pos,NIST_Pos_03,818,818,Plasmenyl-PE P-18:1_20:5
Pos,NIST_Pos_03,987,987,PC 14:1_22:5
Pos,NIST_Pos_03,994,994,PC 10:0_24:4
Pos,NIST_Pos_03,821,821,PC 16:1_24:4
Pos,NIST_Pos_03,840,840,PC 16:1_22:2
Pos,NIST_Pos_03,782,782,PC
Pos,NIST_Pos_03,772,772,PC
Pos,NIST_Pos_03,919,919,LysoPC 18:0
Pos,NIST_Pos_03,922,922,LysoPC 16:0
Pos,NIST_Pos_03,917,917,PC
Pos,NIST_Pos_03,999,999,SM d18:0_14:1
Pos,NIST_Pos_03,705,705,PC
Pos,NIST_Pos_03,971,971,SM d18:0_14:0
Pos,NIST_Pos_03,807,807,PC 10:0_26:2
Pos,NIST_Pos_03,997,997,PC
Pos,NIST_Pos_03,659,659,PC
Pos,NIST_Pos_03,999,999,SM d18:1_16:1
Pos,NIST_Pos_03,884,884,PC 16:1_22:2
Pos,NIST_Pos_03,970,970,PI 12:0_24:4
Pos,NIST_Pos_03,598,598,Cer
Pos,NIST_Pos_03,997,997,PC 16:1_22:5
Pos,NIST_Pos_03,998,998,SM d18:0_14:1
Pos,NIST_Pos_03,905,905,PC 10:0_22:1
Pos,NIST_Pos_03,1000,1000,SM d18:1_16:1
Pos,NIST_Pos_03,997,997,PC 12:0_24:4
Pos,NIST_Pos_03,946,946,LysoPC 16:0
Pos,NIST_Pos_03,980,980,PC 14:1_22:2
Pos,NIST_Pos_03,997,997,PC 12:0_24:4
Pos,NIST_Pos_03,971,971,PC
Pos,NIST_Pos_03,904,904,LysoPC 18:0
Pos,NIST_Pos_03,997,997,PC 16:1_22:5
Pos,NIST_Pos_03,767,767,PC 16:1_22:2
Pos,NIST_Pos_03,949,949,PE 18:2_18:2
Pos,NIST_Pos_03,979,979,SM d18:0_14:0
Pos,NIST_Pos_03,981,981,PC
Pos,NIST_Pos_03,999,999,SM d19:0_15:1
Pos,NIST_Pos_03,910,910,HexCer
Pos,NIST_Pos_03,997,997,PC 16:1_22:5
Pos,NIST_Pos_03,997,997,PC 12:0_24:4
Pos,NIST_Pos_03,701,701,PC 12:0_26:2
Pos,NIST_Pos_03,622,622,PI 18:4_22:2
Pos,NIST_Pos_03,997,997,PC 15:1_20:2
Pos,NIST_Pos_03,997,997,PC
Pos,NIST_Pos_03,993,993,Plasmanyl-PC O-16:0_18:4
Pos,NIST_Pos_03,916,916,LysoPC 18:0
Pos,NIST_Pos_03,938,938,PC
Pos,NIST_Pos_03,1000,1000,SM d19:0_15:1
Pos,NIST_Pos_03,1000,1000,Plasmenyl-PC P-18:0_18:4
Pos,NIST_Pos_03,999,999,Plasmanyl-PC O-16:0_22:6
Pos,NIST_Pos_03,980,980,PI 14:0_24:4
Pos,NIST_Pos_03,983,983,PC 17:2_22:4
Pos,NIST_Pos_03,999,999,SM d19:0_15:1
Pos,NIST_Pos_03,997,997,PI 10:0_24:1
Pos,NIST_Pos_03,960,960,Plasmenyl-PE P-16:0_22:6
Pos,NIST_Pos_03,912,912,PE 18:1_20:4
Pos,NIST_Pos_03,1000,1000,SM d19:0_15:1
Pos,NIST_Pos_03,997,997,PC 14:1_22:2
Pos,NIST_Pos_03,1000,1000,PI 10:0_26:2
Pos,NIST_Pos_03,997,997,PC 14:1_24:4
Pos,NIST_Pos_03,978,978,SM d19:0_17:1
Pos,NIST_Pos_03,979,979,PC 10:0_26:2
Pos,NIST_Pos_03,997,997,PC 14:1_22:2
Pos,NIST_Pos_03,989,989,PC 14:0_24:4
Pos,NIST_Pos_03,1000,1000,PE 16:0_18:2
Pos,NIST_Pos_03,1000,1000,Plasmenyl-PC P-18:0_18:4
Pos,NIST_Pos_03,1000,1000,SM d18:0_20:3
Pos,NIST_Pos_03,997,997,PC 14:0_24:4
Pos,NIST_Pos_03,995,995,PC 10:0_21:0
Pos,NIST_Pos_03,999,999,SM d19:0_15:1
Pos,NIST_Pos_03,983,983,PC 16:1_22:2
Pos,NIST_Pos_03,997,997,PC 12:0_22:2
Pos,NIST_Pos_03,994,994,SM d18:0_20:3
Pos,NIST_Pos_03,997,997,PC 14:1_22:2
Pos,NIST_Pos_03,997,997,PC 14:0_24:4
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-18:0_18:4
Pos,NIST_Pos_03,986,986,PC 16:1_24:4
Pos,NIST_Pos_03,981,981,PC 11:0_24:1
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-16:0_18:3
Pos,NIST_Pos_03,987,987,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-18:0_18:4
Pos,NIST_Pos_03,997,997,PC 12:0_22:2
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-18:0_20:5
Pos,NIST_Pos_03,980,980,PC 10:0_26:2
Pos,NIST_Pos_03,997,997,PC 14:1_22:2
Pos,NIST_Pos_03,1000,1000,SM d19:0_16:1
Pos,NIST_Pos_03,997,997,PC 12:0_22:2
Pos,NIST_Pos_03,664,664,Plasmenyl-PE P-18:1_20:4
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-16:0_18:3
Pos,NIST_Pos_03,997,997,PC 13:0_22:2
Pos,NIST_Pos_03,934,934,PC 16:1_22:5
Pos,NIST_Pos_03,997,997,PC 14:0_24:4
Pos,NIST_Pos_03,939,939,Plasmenyl-PE P-16:0_18:2
Pos,NIST_Pos_03,996,996,SM d19:0_15:0
Pos,NIST_Pos_03,980,980,PC 11:0_26:2
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-18:0_18:4
Pos,NIST_Pos_03,973,973,PC 11:0_24:1
Pos,NIST_Pos_03,983,983,Plasmanyl-PC O-20:0_14:1
Pos,NIST_Pos_03,997,997,PC 14:0_24:4
Pos,NIST_Pos_03,992,992,Cer
Pos,NIST_Pos_03,900,900,Cer
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-16:0_18:2
Pos,NIST_Pos_03,997,997,PC 10:0_22:0
Pos,NIST_Pos_03,999,999,Plasmanyl-PC O-18:0_20:5
Pos,NIST_Pos_03,1000,1000,PI 10:0_26:1
Pos,NIST_Pos_03,984,984,Plasmanyl-PC O-18:0_18:2
Pos,NIST_Pos_03,990,990,PE 18:0_20:4
Pos,NIST_Pos_03,957,957,Plasmenyl-PE P-18:0_22:6
Pos,NIST_Pos_03,996,996,PC 16:1_22:2
Pos,NIST_Pos_03,999,999,PE 16:0_18:1
Pos,NIST_Pos_03,803,803,DG 18:2_18:2
Pos,NIST_Pos_03,979,979,SM d19:0_17:0
Pos,NIST_Pos_03,659,659,Plasmenyl-PC P-18:0_17:2
Pos,NIST_Pos_03,872,872,Plasmenyl-PE P-16:0_22:4
Pos,NIST_Pos_03,999,999,Plasmanyl-PC O-18:0_22:6
Pos,NIST_Pos_03,980,980,PC 12:0_26:2
Pos,NIST_Pos_03,979,979,PC 10:0_24:0
Pos,NIST_Pos_03,992,992,PC 16:0_24:4
Pos,NIST_Pos_03,996,996,SM d19:0_15:1
Pos,NIST_Pos_03,997,997,PC 16:1_22:2
Pos,NIST_Pos_03,997,997,PC 10:0_26:2
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-16:0_18:2
Pos,NIST_Pos_03,980,980,PC 10:0_24:0
Pos,NIST_Pos_03,996,996,PC 10:0_22:0
Pos,NIST_Pos_03,998,998,Plasmanyl-PC O-16:0_18:2
Pos,NIST_Pos_03,992,992,PC 10:0_24:0
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_03,997,997,PC 16:0_24:4
Pos,NIST_Pos_03,893,893,PC 12:0_26:2
Pos,NIST_Pos_03,1000,1000,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_03,973,973,PC 10:0_26:1
Pos,NIST_Pos_03,980,980,Plasmanyl-PC O-20:0_14:0
Pos,NIST_Pos_03,1000,1000,Plasmenyl-PC P-18:0_18:2
Pos,NIST_Pos_03,999,999,Plasmanyl-PC O-20:0_18:4
Pos,NIST_Pos_03,993,993,Plasmenyl-PC P-20:0_16:0
Pos,NIST_Pos_03,831,831,PC 12:0_26:2
Pos,NIST_Pos_03,847,847,DG 16:1_16:0
Pos,NIST_Pos_03,996,996,PC 10:0_26:1
Pos,NIST_Pos_03,959,959,SM d19:0_17:1
Pos,NIST_Pos_03,997,997,PC 16:0_24:4
Pos,NIST_Pos_03,999,999,SM d19:0_22:3
Pos,NIST_Pos_03,911,911,PC 16:1_22:2
Pos,NIST_Pos_03,999,999,Plasmanyl-PC O-20:0_20:4
Pos,NIST_Pos_03,996,996,PC
Pos,NIST_Pos_03,956,956,DG 18:2_18:1
Pos,NIST_Pos_03,983,983,PC 12:0_26:1
Pos,NIST_Pos_03,940,940,Plasmanyl-PC O-18:0_18:2
Pos,NIST_Pos_03,994,994,Plasmenyl-PC P-20:0_18:1
Pos,NIST_Pos_03,878,878,PC
Pos,NIST_Pos_03,846,846,Plasmanyl-PC O-20:0_22:5
Pos,NIST_Pos_03,986,986,SM d18:0_22:1
Pos,NIST_Pos_03,984,984,SM d18:0_24:2
Pos,NIST_Pos_03,994,994,PC 10:0_25:0
Pos,NIST_Pos_03,987,987,SM d18:1_24:1
Pos,NIST_Pos_03,994,994,PC 12:0_22:2
Pos,NIST_Pos_03,993,993,SM d18:0_22:1
Pos,NIST_Pos_03,838,838,HexCer
Pos,NIST_Pos_03,976,976,Plasmanyl-PC O-20:0_16:0
Pos,NIST_Pos_03,852,852,DG 18:1_18:1
Pos,NIST_Pos_03,999,999,SM d18:0_24:2
Pos,NIST_Pos_03,992,992,PC 10:0_26:1
Pos,NIST_Pos_03,737,737,DG 16:0_16:0
Pos,NIST_Pos_03,987,987,SM d18:0_24:1
Pos,NIST_Pos_03,999,999,SM d19:0_24:3
Pos,NIST_Pos_03,867,867,DG 18:1_18:1
Pos,NIST_Pos_03,994,994,PC 10:0_24:1
Pos,NIST_Pos_03,984,984,SM d18:0_24:1
Pos,NIST_Pos_03,1000,1000,SM d18:0_24:2
Pos,NIST_Pos_03,850,850,LysoPC 16:0
Pos,NIST_Pos_03,998,998,SM d19:0_22:1
Pos,NIST_Pos_03,993,993,PC 10:0_24:1
Pos,NIST_Pos_03,983,983,SM d19:0_21:0
Pos,NIST_Pos_03,991,991,PC 12:0_22:2
Pos,NIST_Pos_03,977,977,SM d19:0_20:0
Pos,NIST_Pos_03,614,614,Plasmanyl-PC O-20:0_22:4
Pos,NIST_Pos_03,1000,1000,SM d18:0_24:2
Pos,NIST_Pos_03,914,914,LysoPC 16:0
Pos,NIST_Pos_03,983,983,SM d19:0_21:0
Pos,NIST_Pos_03,1000,1000,SM d18:0_24:2
Pos,NIST_Pos_03,1000,1000,SM d19:0_24:2
Pos,NIST_Pos_03,888,888,Plasmenyl-PC P-20:0_22:2
Pos,NIST_Pos_03,948,948,Plasmanyl-PC O-20:0_24:4
Pos,NIST_Pos_03,1000,1000,SM d19:0_22:1
Pos,NIST_Pos_03,999,999,SM d18:0_24:1
Pos,NIST_Pos_03,999,999,SM d19:0_24:2
Pos,NIST_Pos_03,809,809,SM d19:0_15:1
Pos,NIST_Pos_03,939,939,SM d19:0_23:0
Pos,NIST_Pos_03,849,849,LysoPC 16:0
Pos,NIST_Pos_03,998,998,SM d18:0_24:1
Pos,NIST_Pos_03,997,997,SM d19:0_24:2
Pos,NIST_Pos_03,994,994,SM d18:0_24:1
Pos,NIST_Pos_03,993,993,PC 10:0_24:1
Pos,NIST_Pos_03,897,897,LysoPC 16:0
Pos,NIST_Pos_03,956,956,SM d19:0_22:1
Pos,NIST_Pos_03,981,981,SM d19:0_23:0
Pos,NIST_Pos_03,949,949,PC 10:0_24:1
Pos,NIST_Pos_03,1000,1000,SM d18:0_24:1
Pos,NIST_Pos_03,540,540,Plasmanyl-PC O-18:0_18:2
Pos,NIST_Pos_03,1000,1000,SM d18:0_24:1
Pos,NIST_Pos_03,852,852,LysoPC 16:0
Pos,NIST_Pos_03,525,525,TG 16:0_16:0_18:2
Pos,NIST_Pos_03,661,661,Cer
Pos,NIST_Pos_03,957,957,PC 10:0_24:1
Pos,NIST_Pos_03,802,802,PC 10:0_24:1
Pos,NIST_Pos_03,618,618,PC 10:0_24:1
Pos,NIST_Pos_03,940,940,PC 10:0_24:1
Pos,NIST_Pos_03,710,710,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,650,650,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,523,523,TG 16:1_16:0_18:1
Pos,NIST_Pos_03,725,725,TG 16:0_18:2_18:1
Pos,NIST_Pos_03,573,573,TG 14:0_18:2_18:1
Pos,NIST_Pos_03,779,779,TG 16:0_18:2_18:1
Pos,NIST_Pos_03,700,700,TG 14:1_16:0_18:2
Pos,NIST_Pos_03,551,551,TG 16:0_18:2_18:2
Pos,NIST_Pos_03,844,844,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,578,578,TG 18:2_18:1_18:1
Pos,NIST_Pos_03,558,558,TG 14:0_16:0_20:4
Pos,NIST_Pos_03,550,550,TG 16:1_16:0_20:4
Pos,NIST_Pos_03,539,539,TG 16:0_18:2_20:4
Pos,NIST_Pos_03,862,862,TG 16:1_16:0_18:1
Pos,NIST_Pos_03,881,881,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,566,566,TG 16:0_18:1_20:5
Pos,NIST_Pos_03,876,876,TG 16:0_18:1_18:1
Pos,NIST_Pos_03,575,575,TG 14:0_16:0_16:0
Pos,NIST_Pos_03,557,557,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,547,547,TG 14:0_16:0_18:1
Pos,NIST_Pos_03,863,863,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,879,879,TG 16:0_18:1_18:1
Pos,NIST_Pos_03,780,780,TG 14:0_16:0_18:2
Pos,NIST_Pos_03,635,635,TG 16:1_16:0_18:2
Pos,NIST_Pos_03,833,833,TG 16:1_16:0_18:2
Pos,NIST_Pos_03,840,840,TG 16:0_18:1_18:1
Pos,NIST_Pos_03,576,576,TG 16:0_18:1_22:6
Pos,NIST_Pos_03,781,781,TG 16:0_18:2_18:2
Pos,NIST_Pos_03,669,669,TG 18:1_18:1_18:1
Pos,NIST_Pos_03,732,732,TG 14:0_16:1_16:0
Pos,NIST_Pos_03,689,689,TG 16:1_16:1_16:0
Pos,NIST_Pos_03,583,583,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,727,727,TG 18:2_18:1_18:1
Pos,NIST_Pos_03,736,736,TG 16:0_16:0_18:3
Pos,NIST_Pos_03,995,995,CE 20:4
Pos,NIST_Pos_03,833,833,TG 16:0_18:3_18:1
Pos,NIST_Pos_03,847,847,TG 18:1_18:1_18:1
Pos,NIST_Pos_03,698,698,TG 14:1_16:0_18:1
Pos,NIST_Pos_03,966,966,TG 16:0_16:0_18:3
Pos,NIST_Pos_03,580,580,TG 18:2_18:1_18:1
Pos,NIST_Pos_03,735,735,TG 16:0_18:3_18:1
Pos,NIST_Pos_03,827,827,TG 18:3_18:1_18:1
Pos,NIST_Pos_03,911,911,TG 16:0_18:2_22:4
Pos,NIST_Pos_03,830,830,TG 16:1_16:0_18:2
Pos,NIST_Pos_03,538,538,TG 18:2_18:1_18:1
Pos,NIST_Pos_03,940,940,TG 16:0_18:2_18:1
Pos,NIST_Pos_03,853,853,TG 16:0_16:0_20:4
Pos,NIST_Pos_03,964,964,CE 20:4
Pos,NIST_Pos_03,548,548,TG 16:0_18:1_20:4
Pos,NIST_Pos_03,678,678,TG 17:0_18:2_18:1
Pos,NIST_Pos_03,793,793,TG 15:1_16:0_18:1
Pos,NIST_Pos_03,549,549,TG 18:2_18:0_20:4
Pos,NIST_Pos_03,852,852,TG 18:2_18:1_18:1
Pos,NIST_Pos_03,861,861,TG 18:1_18:1_18:1
Pos,NIST_Pos_03,918,918,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,694,694,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,654,654,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,632,632,TG 16:0_18:1_18:1
Pos,NIST_Pos_03,539,539,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,661,661,TG 18:1_18:1_18:1
Pos,NIST_Pos_03,849,849,TG 16:0_16:0_18:2
Pos,NIST_Pos_03,758,758,TG 18:2_18:1_18:1
Pos,NIST_Pos_03,996,996,CE 20:3
Pos,NIST_Pos_03,848,848,TG 16:1_16:0_18:1
Pos,NIST_Pos_03,711,711,TG 18:1_18:1_18:1
Pos,NIST_Pos_03,586,586,TG 18:2_18:1_18:1
Pos,NIST_Pos_03,868,868,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,984,984,CE 20:1
Pos,NIST_Pos_03,983,983,TG 16:0_18:2_18:1
Pos,NIST_Pos_03,606,606,TG 16:0_17:0_18:1
Pos,NIST_Pos_03,794,794,TG 16:0_17:1_18:1
Pos,NIST_Pos_03,895,895,TG 16:0_18:1_18:1
Pos,NIST_Pos_03,626,626,TG 17:0_18:1_18:1
Pos,NIST_Pos_03,844,844,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,961,961,TG 17:0_18:2_18:1
Pos,NIST_Pos_03,901,901,TG 16:0_17:1_18:1
Pos,NIST_Pos_03,610,610,TG 18:1_18:0_20:4
Pos,NIST_Pos_03,576,576,TG 18:2_18:1_18:1
Pos,NIST_Pos_03,953,953,TG 18:1_18:1_18:1
Pos,NIST_Pos_03,877,877,TG 16:0_18:1_18:1
Pos,NIST_Pos_03,661,661,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,560,560,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,895,895,TG 16:0_18:1_18:1
Pos,NIST_Pos_03,896,896,TG 16:0_18:1_18:1
Pos,NIST_Pos_03,590,590,TG 18:1_18:1_20:1
Pos,NIST_Pos_03,515,515,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,981,981,TG 18:1_18:1_18:1
Pos,NIST_Pos_03,587,587,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,571,571,TG 18:1_18:0_20:2
Pos,NIST_Pos_03,982,982,TG 18:1_18:1_18:1
Pos,NIST_Pos_03,884,884,TG 17:0_18:1_18:1
Pos,NIST_Pos_03,676,676,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,748,748,TG 16:0_18:2_20:0
Pos,NIST_Pos_03,516,516,TG 16:0_17:0_18:0
Pos,NIST_Pos_03,860,860,TG 17:0_18:1_18:1
Pos,NIST_Pos_03,679,679,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,666,666,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,966,966,CE 18:1
Pos,NIST_Pos_03,992,992,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,701,701,TG 18:1_18:0_18:0
Pos,NIST_Pos_03,651,651,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,918,918,CE 17:0
Pos,NIST_Pos_03,994,994,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,881,881,TG 16:0_18:1_19:0
Pos,NIST_Pos_03,765,765,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,771,771,TG 18:1_18:0_18:0
Pos,NIST_Pos_03,650,650,TG 16:0_18:0_18:0
Pos,NIST_Pos_03,976,976,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,946,946,CE 18:1
Pos,NIST_Pos_03,869,869,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,875,875,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,992,992,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,934,934,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,600,600,TG 18:1_18:0_18:0
Pos,NIST_Pos_03,850,850,TG 17:0_18:1_18:0
Pos,NIST_Pos_03,911,911,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,796,796,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,985,985,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,800,800,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,687,687,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,849,849,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,983,983,TG 18:0_18:0_18:0
Pos,NIST_Pos_03,849,849,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,955,955,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,877,877,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,719,719,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,845,845,TG 18:1_18:1_18:0
Pos,NIST_Pos_03,731,731,Alkanyl-TG O-18:0_16:0_18:1
Pos,NIST_Pos_03,884,884,TG 16:0_18:1_18:0
Pos,NIST_Pos_03,987,987,TG 16:0_16:0_16:0
Pos,NIST_Pos_03,786,786,TG 16:0_16:0_18:0
Pos,NIST_Pos_03,886,886,TG 16:0_16:0_18:1
Pos,NIST_Pos_03,790,790,TG 18:1_18:1_18:0
